"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Cur. Price"	"Subsequent Amount"	"Region"	"Non-redeemable"	"Maturity"	"Market"	"Interest"	"Initial Amount"	"Frequency"	"Financial Instrument"	"Dividend Date"	"Dividend"	"MY (%)"	"YTM - Market (%)"	"Description"
""	"999154"	"Miscellaneous"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Other"	""	"0.000"	"n/a"	""	"BELL CANADA"
""	"R35667"	"Bonds (other)"	"2606000"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/15/2009"	""	"6.150"	"n/a"	"2"	"Bond"	""	"0.000"	"6.15"	"0.000000"	"BELL CANADA 6.15% 15JN09"
"BC.PR.B"	"070629"	"Fixed-Floating Preferred Shares"	"310"	"25.150"	"25.290"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"01/30/2007"	"0.200"	"0.00"	""	"BELL CANADA CL-A SR-17-P*"
""	"070660"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BELL CANADA INTL INC *"
"BI.H"	"070668"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"1"	"Equity"	"06/11/2007"	"1.025"	"n/a"	""	"BELL CANADA INTL INC-NEW"
""	"R35635"	"Corporate Bonds"	"2606000"	"102.962"	"102.962"	"CAD"	"n/a"	"CA"	"No"	"05/01/2029"	""	"6.550"	"n/a"	"2"	"Bond"	""	"0.000"	"6.36"	"6.281628"	"BELL CB 144A 6.55% 1MY29"
""	"R40338"	"Corporate Bonds"	"2606000"	"103.845"	"103.845"	"CAD"	"n/a"	"CA"	"No"	"02/15/2017"	""	"5.000"	"n/a"	"2"	"Bond"	""	"0.000"	"4.81"	"4.360702"	"BELL CDA 5% 15FB17"
""	"R39312"	"Corporate Bonds"	"2606000"	"97.959"	"97.959"	"CAD"	"n/a"	"CA"	"No"	"03/16/2035"	""	"6.100"	"n/a"	"2"	"Bond"	""	"0.000"	"6.23"	"6.261486"	"BELL CDA 6.1% 16MR35"
""	"R35665"	"Bonds (other)"	"2606000"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"08/17/2005"	""	"8.800"	"n/a"	"2"	"Bond"	""	"0.000"	"8.80"	"0.000000"	"BELL CDA 8.80% 17AG05"
""	"R36351"	"Corporate Bonds"	"2606000"	"104.912"	"104.912"	"CAD"	"n/a"	"CA"	"No"	"08/12/2010"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.24"	"0.000000"	"BELL CDA CB 5.5% 12AG10*"
""	"R35621"	"Corporate Bonds"	"2606000"	"106.702"	"106.702"	"CAD"	"n/a"	"CA"	"No"	"09/24/2027"	""	"7.000"	"n/a"	"2"	"Bond"	""	"0.000"	"6.56"	"6.361666"	"BELL CDA CB 7% 24SP27"
""	"R36873"	"Corporate Bonds"	"2606000"	"103.305"	"103.305"	"CAD"	"n/a"	"CA"	"No"	"02/22/2016"	""	"4.640"	"n/a"	"2"	"Bond"	""	"0.000"	"4.49"	"4.020934"	"BELL CDA CB 4.64% 22FB16"
""	"R35668"	"Bonds (other)"	"2606000"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"09/29/2004"	""	"11.000"	"n/a"	"2"	"Bond"	""	"0.000"	"11.00"	"0.000000"	"BELL CDA INT 11% 29SP04"
""	"R35674"	"Corporate Bonds"	"2606000"	"108.629"	"108.629"	"CAD"	"n/a"	"CA"	"No"	"04/12/2012"	""	"6.250"	"n/a"	"2"	"Bond"	""	"0.000"	"5.75"	"2.227637"	"BELL CDA M13 6.25%12AP12S"
""	"R35647"	"Bonds (other)"	"2606000"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"03/01/2006"	""	"6.650"	"n/a"	"12"	"Bond"	""	"0.000"	"6.65"	"0.000000"	"BELL CDA MTN 6.65% 1MR06M"
""	"R35653"	"Corporate Bonds"	"2606000"	"109.383"	"109.383"	"CAD"	"n/a"	"CA"	"No"	"12/15/2011"	""	"6.900"	"n/a"	"2"	"Bond"	""	"0.000"	"6.31"	"1.818660"	"BELL CDA S-M12 6.9%15DC11"
"BNG.PR.A"	"070238"	"Preferred Shares"	"310"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"06/07/2006"	"0.359"	"n/a"	""	"BELL NORDIQ GP C/RD 1PF-*"
"BNQ.UN"	"070237"	"Trust Units"	"3308001"	"12.150"	"12.270"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/24/2007"	"4.000"	"0.00"	""	"BELL NORDIQ INCM FUND T/*"
""	"R35651"	"Bonds (other)"	"2606000"	"99.989"	"99.989"	"CAD"	"n/a"	"CA"	"No"	"01/18/2008"	""	"6.250"	"n/a"	"2"	"Bond"	""	"0.000"	"6.25"	"0.000000"	"BELL S-M10MTN 6.25%18JA08"
""	"R35649"	"Bonds (other)"	"2606000"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/28/2007"	""	"6.700"	"n/a"	"2"	"Bond"	""	"0.000"	"6.70"	"0.000000"	"BELL SR-M7 MTN 6.7%28JN07"
""	"R35662"	"Bonds (other)"	"2606000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"07/15/2009"	""	"10.500"	"n/a"	"2"	"Bond"	""	"0.000"	"n/a"	"n/a"	"BELL-DV CB02 10.5%15JL09*"
""	"R35717"	"Bonds (other)"	"2606000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"10/15/2011"	""	"11.000"	"n/a"	"2"	"Bond"	""	"0.000"	"n/a"	"n/a"	"BELL-DZ CB04 11% 15OC1*"
"BXE.DB"	"R35659"	"Convertible Debentures"	"2756000"	"100.750"	"101.450"	"CAD"	"n/a"	"CA"	"No"	"06/30/2011"	"TSE"	"7.500"	"n/a"	"2"	"Bond"	""	"0.000"	"7.44"	"6.934752"	"BELLATRIX CV 7.5% 30JN11"
"BXE"	"068069"	"Common Stock"	"330"	"3.620"	"3.640"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BELLATRIX EXPLORATION LTD"
"BHV"	"070645"	"Common Stock"	"330"	"0.530"	"0.530"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BELLHAVEN VENTURES INC *"
"BLS"	"069918"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"10/05/2006"	"0.290"	"n/a"	""	"BELLSOUTH CORP *"
"BLU"	"068051"	"Common Stock"	"330"	"0.240"	"0.275"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BELLUS HEALTH INC"
""	"069936"	"Common Stock"	"330"	"9.000"	"9.010"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"05/15/2001"	"0.000"	"n/a"	""	"BELLWETHER EXPLO CO (DE)*"
""	"Q50599"	"Municipal & Para-governmental Bonds"	"2601411"	"99.589"	"99.589"	"CAD"	"n/a"	"CA"	"No"	"05/12/2013"	""	"2.650"	"n/a"	"2"	"Bond"	""	"0.000"	"2.66"	"2.780672"	"BELOEIL BEO 2.65% 12MY13"
"BGO"	"070926"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BEMA GOLD CORP *"
"BEV"	"071425"	"Common Stock"	"330"	"2.050"	"2.060"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BENNETT ENVIRONMENTAL INC"
"BERW"	"071660"	"Common Stock"	"315"	"55.750"	"55.750"	"USD"	"n/a"	"US"	"No"	""	"XY"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BERINGER WINE ESTATES-B"
"BRK.B"	"071702"	"Common Stock"	"330"	"3,472.000"	"3,472.030"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BERKSHIRE HATHAWAY INC-B*"
"BRK.B"	"071727"	"Common Stock"	"315"	"68.720"	"68.750"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BERKSHIRE HATHAWAY-B-NEW"
"BWK"	"059975"	"Common Stock"	"330"	"1.130"	"1.130"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BERWICK RETIREMENT COMMUN"
"BBY"	"072340"	"Common Stock"	"315"	"37.530"	"37.540"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.140"	"1.49"	""	"BEST BUY INC"
"BES"	"071856"	"Common Stock"	"330"	"0.300"	"0.470"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BESTAR INC"
""	"R30106"	"Discount Bonds (other)"	"2756000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"10/31/1995"	""	"0.000"	"n/a"	"0"	"Bond"	""	"0.000"	"n/a"	"n/a"	"BF REALTY CV10.75%31OC95*"
""	"051748"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BF REALTY HLDGS LTD"
""	"051736"	"Preferred Shares"	"310"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BF RLTY HLDGS PR-A SER 1"
"BFC.UN"	"051814"	"Trust Units"	"3308001"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2006"	"0.142"	"n/a"	""	"BFI CANADA INCOME FND T/*"
"BFC"	"051997"	"Common Stock"	"330"	"11.520"	"11.650"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"03/27/2009"	"0.250"	"8.58"	""	"BFI CANADA LTD *"
"BAC.UN"	"052480"	"Trust Units"	"3308001"	"7.090"	"7.300"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"06/26/2008"	"0.050"	"0.00"	""	"BG ADV CORPORATE BOND T/*"
"BAE.UN"	"052479"	"Trust Units"	"3308001"	"10.800"	"11.010"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"06/26/2008"	"0.073"	"0.00"	""	"BG ADV EQUAL WGT INCM T/*"
"BRGYY"	"052161"	"Common Stock"	"3158000"	"0.000"	"0.000"	"USD"	"n/a"	"GB"	"No"	""	"NAS"	"0.000"	"n/a"	"2"	"Equity"	"08/05/2009"	"0.466"	"0.98"	""	"BG GROUP PLC ADR"
"BDS.UN"	"052482"	"Trust Units"	"3308001"	"13.120"	"14.440"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"06/26/2008"	"0.073"	"0.00"	""	"BG INCM+GROWTH SPLIT T/U"
"BTH.UN"	"052483"	"Trust Units"	"3308001"	"9.620"	"9.700"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"06/26/2008"	"0.070"	"0.00"	""	"BG TOP 100 EQUAL WGT T/U*"
"BBL"	"074724"	"Common Stock"	"3158000"	"62.100"	"62.130"	"USD"	"n/a"	"GB"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"09/02/2009"	"0.820"	"2.64"	""	"BHP BILLITON PLC ADR"
"BHP"	"052309"	"Common Stock"	"3158000"	"73.960"	"73.980"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"09/02/2009"	"0.820"	"2.22"	""	"BHP BILLITON-LTD S/ADR"
""	"072776"	"Common Stock"	"315"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"10/15/2001"	"0.000"	"n/a"	""	"BID.COM INTL *"
"BIG.A"	"074227"	"Miscellaneous"	"3308005"	"16.840"	"17.500"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Other"	"11/27/2009"	"0.270"	"6.17"	""	"BIG 8 SPLIT INC"
"BIG.PR.A"	"074226"	"Split Preferred Shares"	"3108005"	"25.050"	"25.500"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"11/27/2008"	"0.281"	"0.00"	""	"BIG 8 SPLIT INC CL-A PFD"
"BLF"	"073665"	"Common Stock"	"330"	"0.050"	"0.060"	"CAD"	"n/a"	"CA"	"No"	""	"V"	"0.000"	"n/a"	"0"	"Equity"	"10/17/2002"	"0.000"	"n/a"	""	"BIG BLACKFOOT RES LTD"
"BR.UN"	"074481"	"Trust Units"	"3308001"	"15.530"	"15.880"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.100"	"7.56"	""	"BIG ROCK BREWERY INCM T/U"
"BIO120"	"984070"	"Global Equity Funds"	"3807630"	"4.010"	"4.010"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""	"BIOCAP BIOT & H/C /N"
"BIO121"	"975795"	"Global Equity Funds"	"3807630"	"4.010"	"4.010"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""	"BIOCAP BIOTCH&HLTC/N"
""	"075188"	"Common Stock"	"330"	"12.510"	"13.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"12"	"Equity"	"06/09/2000"	"0.125"	"0.00"	""	"BIOCAPITAL INVESTMENT LP*"
""	"075033"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"05/10/2001"	"0.000"	"n/a"	""	"BIOCHEM PHARMA INC*"
"BIE"	"075235"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIOENVELOP TECH"
""	"075027"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"12/15/2000"	"0.000"	"n/a"	""	"BIOMATRIX INC *"
"BIX.H"	"075011"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIOMAX TECHS INC"
"BRA"	"075054"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIOMIRA INC *"
"BNC"	"075077"	"Common Stock"	"330"	"0.630"	"0.650"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIONICHE LIFE SCIENCES"
"BUG"	"075143"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIOPHAGE PHARMA INC"
""	"075152"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIORTHEX INC -A-"
"BYT"	"075122"	"Common Stock"	"330"	"0.360"	"0.380"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIOSCRYPT INC *"
"BBH"	"075207"	"Exchange-Traded Funds: Stocks"	"315"	"98.550"	"98.660"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	"10/29/2009"	"1.380"	"n/a"	""	"BIOTECH HOLDERS TR DP REC"
"BIO"	"075093"	"Common Stock"	"330"	"0.006"	"0.010"	"USD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIOTECH HOLDINGS LTD"
"BVF"	"075216"	"Common Stock"	"315"	"15.550"	"15.750"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"11/30/2009"	"0.090"	"2.42"	""	"BIOVAIL CORP"
""	"075125"	"Common Stock"	"330"	"49.375"	"49.375"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"03/14/2000"	"0.000"	"n/a"	""	"BIOVAIL CORP INTL *"
"BIP171"	"923554"	"International Equity Funds"	"3807310"	"19.817"	"19.817"	"CAD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2008"	"0.524"	"2.64"	""	"BIP E/M EQ /N"
"BIP151"	"923548"	"Global Equity Funds"	"3807500"	"7.504"	"7.504"	"CAD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2009"	"0.022"	"0.29"	""	"BIP GL EQ /N"
"BIP251"	"923549"	"Global Equity Funds"	"3807500"	"7.504"	"7.504"	"CAD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2009"	"0.022"	"0.29"	""	"BIP GL EQ /D/N"
"BIP205"	"922327"	"Global Equity Funds"	"3807500"	"7.504"	"7.504"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2009"	"0.022"	"0.29"	""	"BIP GL EQ /LL/D/N"
"BIP153"	"924010"	"Global Equity Funds"	"3807500"	"7.096"	"7.096"	"USD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2009"	"0.020"	"0.28"	""	"BIP GL EQ U$ /N"
"BIP152"	"923550"	"Global Equity Funds"	"3807510"	"9.294"	"9.294"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2007"	"0.115"	"1.24"	""	"BIP GL S/C EQ /N"
"BIP161"	"923552"	"International Equity Funds"	"3807300"	"9.715"	"9.715"	"CAD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2009"	"0.003"	"0.03"	""	"BIP INTL EQ /N"
"BIP163"	"924035"	"International Equity Funds"	"3807300"	"9.187"	"9.187"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2009"	"0.003"	"0.03"	""	"BIP INTL EQ U$ /N"
"BIP241"	"923545"	"US Equity Funds"	"3807250"	"5.237"	"5.237"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/17/2009"	"0.006"	"0.12"	""	"BIP US EQ /D/N"
"BMD"	"075165"	"Common Stock"	"330"	"0.000"	"0.005"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIRCH MOUNTAIN RES LTD"
"BMD.DB"	"R38320"	"Bonds (other)"	"2756000"	"2.000"	"2.000"	"CAD"	"n/a"	"CA"	"No"	"12/31/2011"	"TSE"	"6.000"	"n/a"	"2"	"Bond"	""	"0.000"	"300.00"	"241.079593"	"BIRCH MTN CV 6% 31DC11"
"BIR"	"075695"	"Common Stock"	"315"	"9.700"	"9.780"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BIRCHCLIFF ENERGY LTD"
"BDT.UN"	"075887"	"Trust Units"	"3308001"	"32.800"	"32.970"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.150"	"5.49"	""	"BIRD CONSTRUCTION INC T/U"
"TML300"	"984852"	"Canadian Bonds & Income Funds"	"3807700"	"12.600"	"12.600"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"12"	"Mutual Fund"	"12/18/2009"	"0.054"	"5.18"	""	"BIS BOND /D/N"
"TML322"	"984862"	"Balanced Funds"	"3807720"	"24.100"	"24.100"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/21/2009"	"0.350"	"1.45"	""	"BIS CDN BAL /D/N"
"TML202"	"986053"	"Canadian Equity Funds"	"3807150"	"65.790"	"65.790"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/18/2009"	"1.449"	"2.20"	""	"BIS CDN EQTY /N"
"TML302"	"984854"	"Canadian Equity Funds"	"3807150"	"65.790"	"65.790"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/18/2009"	"1.449"	"2.20"	""	"BIS CDN EQTY /D/N"
"TML321"	"984861"	"Global Equity Funds"	"3807500"	"17.390"	"17.390"	"CAD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"12/18/2009"	"0.197"	"1.13"	""	"BIS MULT GW /D/N"
"TML538"	"984867"	"Global Equity Funds"	"3807500"	"3.854"	"3.854"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""	"BIS RER CRS MULT/S/N"
"TML1017"	"973688"	"Canadian Equity Funds"	"3807725"	"11.850"	"11.850"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"12"	"Mutual Fund"	"12/18/2009"	"0.120"	"12.13"	""	"BISS CDN DIV-A /N"
"TML950"	"983319"	"Canadian Equity Funds"	"3807152"	"7.900"	"7.900"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Mutual Fund"	"01/11/2008"	"1.351"	"17.10"	""	"BISS SM CAP CC /N"
"TML925"	"983167"	"Canadian Bonds & Income Funds"	"3807700"	"7.260"	"7.260"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""	"BISSETT BOND CC /N"
""	"075421"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BITECH PETROLEUM CORP *"
"BJ"	"051651"	"Common Stock"	"315"	"33.130"	"33.140"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BJ'S WHOLESALE CLUB INC"
"BJRI"	"013997"	"Common Stock"	"315"	"21.260"	"21.270"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"BJS RESTAURANTS INC"
""	"R31926"	"Bonds (other)"	"2602230"	"100.000"	"100.000"	"USD"	"n/a"	"US"	"No"	"09/15/2005"	""	"6.100"	"n/a"	"2"	"Bond"	""	"0.000"	"6.10"	"0.000000"	"BK MTL CHIG 6.1% 15SP05"
"BNS.PR.L"	"055919"	"Fixed Rate Perpetual Preferred Shares"	"310"	"20.640"	"20.690"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.281"	"5.45"	""	"BK NOVA SCOTIA 4.5% PF-14"
"BNS.PR.P"	"055924"	"Preferred Shares"	"310"	"26.360"	"26.490"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.313"	"4.72"	""	"BK NOVA SCOTIA 5% PFD-18"
"BNS.PR.Q"	"055930"	"Preferred Shares"	"310"	"26.230"	"26.410"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.313"	"4.77"	""	"BK NOVA SCOTIA 5% PFD-S20"
"BNS.PR.R"	"055934"	"Preferred Shares"	"310"	"26.300"	"26.390"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.313"	"4.75"	""	"BK NOVA SCOTIA 5% PFD-S22"
"BNS.PR.N"	"055922"	"Fixed Rate Perpetual Preferred Shares"	"310"	"23.500"	"23.550"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.328"	"5.59"	""	"BK NOVA SCOTIA 5.25%PF-16"
"BNS.PR.T"	"055953"	"Preferred Shares"	"310"	"27.760"	"27.870"	"CAD"	"n/a"	"CA"	"No"	"04/25/2014"	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.391"	"5.61"	""	"BK NOVA SCOTIA 6.25%PF-26"
"BNS.PR.X"	"055955"	"Preferred Shares"	"310"	"27.730"	"27.750"	"CAD"	"n/a"	"CA"	"No"	"04/25/2014"	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.391"	"5.63"	""	"BK NOVA SCOTIA 6.25%PF-28"
""	"055907"	"Preferred Shares"	"310"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"01/29/2003"	""	"0.000"	"n/a"	"4"	"Equity"	"01/03/2003"	"0.438"	"n/a"	""	"BK NOVA SCOTIA PFD SER-8*"
"BNS.PR.J"	"055910"	"Fixed Rate Perpetual Preferred Shares"	"310"	"23.790"	"23.820"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/31/2009"	"0.328"	"5.52"	""	"BK NOVA SCOTIA PFD- S-12"
""	"055674"	"Preferred Shares"	"310"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	""	"0.563"	"n/a"	""	"BK OF MONTREAL PR-B S-1 *"
"BMO.PR.O"	"055958"	"Preferred Shares"	"310"	"28.250"	"28.330"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"01/28/2010"	"0.406"	"5.74"	""	"BK OF MTL 6.5%-B PFD S21"
